SamplesperPixel,ScanningSequence,SequenceVariant,ScanOptions,MRAcquisitionType,RepetitionTime,EchoTime,EchoTrainLength,InversionTime,AngioFlag,NumberofAverages,ImagingFrequency,MagneticFieldstrength,SpacingBetweenSlices,PercentSampling,PercentPhaseFieldofView,PixelBandwidth,ReconstructionDiameter,PhaseEncodingDirection,FlipAngle,SAR,VariableFlipAngleFlag,SeriesDescription,SHStationName
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.25536,3,12,50,100,300,NULL,ROW,40,0.020229022,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,8960,90,1,NULL,N,1,123.255308,3,2,100,100,1447,NULL,COL,90,0.576012363,N,FA,MR3EL2
1,EP,NULL,NULL,2D,8960,90,1,NULL,N,1,123.255308,3,2,100,100,1447,NULL,COL,90,0.576012363,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,8960,90,1,NULL,N,1,123.255308,3,2,100,100,1447,NULL,COL,90,0.576012363,N,DWI,MR3EL2
1,SE,NULL,NULL,2D,8140,92,11,NULL,N,2,123.25531,3,3,75,100,89,NULL,ROW,150,0.523383819,N,Cor T2 3 mm over 24 months,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.25531,3,NULL,100,100,651,NULL,ROW,7,0.115015087,N,cor 1mm MPRAGE MPR,MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.255304,3,4,75,84.375,150,NULL,ROW,150,0.662706702,N,Ax T2 4mm over 24 months,MR3EL2
1,EP,NULL,NULL,2D,8960,90,1,NULL,N,1,123.255308,3,1.999999935,100,100,1447,NULL,COL,90,0.576012363,N,AX DIFFUSION_30 dir_b=1000,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.25531,3,NULL,100,100,651,NULL,ROW,7,0.115015087,N,AX 1mm MPRAGE MPR,MR3EL2
1,EP,NULL,NULL,2D,8960,90,1,NULL,N,1,123.255308,3,2,100,100,1447,NULL,COL,90,0.576012363,N,ADC,MR3EL2
1,SE,SK,NULL,2D,466.668,12.528,2,0,N,1,63.868602,1.5,4.5,100,80,122.109,220,ROW,90,1.6983,N,SAG T1,MR1W1
1,SE,SK,NULL,2D,6000,87.4605,24,NULL,NULL,1.5,63.868587,1.5,4.5,150,100,325.52084,200,ROW,90,1.4973353,N,Prop T2 1 acq,MR1W1
1,GR,NULL,FAST_GEMS,2D,150,1.472,1,0,N,1,63.868606,1.5,8,100,100,976.562,300,ROW,70,1.32662,N,Calibration Scan,MR1W1
1,SE,SK,NULL,2D,6550,110.16,12,0,N,2,63.868587,1.5,4.5,100,75,42.4609,200,ROW,90,0.7271,N,Ax T2,MR1W1
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,ROW,25,1.879836796,N,TOF_3D_carotids_MIP_SAG,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,NULL,25,1.879836796,N,TOF_3D_carotids_MIP_COR,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,COL,25,1.879836796,N,TOF_3D_carotids,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head_MIP_TRA,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head_MIP_TRA,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,NULL,20,0.576920352,N,TOF 3D COW head_MIP_SAG,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,NULL,20,0.576920352,N,TOF 3D COW head_MIP_SAG,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head_MIP_COR,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head_MIP_COR,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,ROW,20,0.576920352,N,TOF 3D COW head,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255658,3,NULL,95,75,120,NULL,ROW,15,0.021978202,N,SWI_Images,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.255661,3,NULL,100.7463,100,789,NULL,ROW,120,0.234673492,Y,sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255628,3,NULL,100,100,651,NULL,ROW,7,0.070167343,N,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,COL,25,1.879836796,N,rt carotid rotation,MR3EL2
1,NULL,NULL,IR,3D,11,5.2,1,NULL,N,1,123.255628,3,8,100,100,558,NULL,ROW,2,0.070167343,N,Nav Set (include only head with chin in FOV),MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255658,3,NULL,95,75,120,NULL,ROW,15,0.021978202,N,mIP_Images(SW),MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,ROW,20,0.576920352,N,lower stack 3dtof cow tumble,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255647,3,16,100,100,176,NULL,ROW,20,0.576920352,N,lower stack 3dtof cow rotation,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2,100,100,1447,NULL,COL,90,0.33991782,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255652,3,12,50,100,300,NULL,COL,40,0.011926576,N,LOCALIZER,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255652,3,12,50,100,300,NULL,ROW,40,0.011926576,N,LOCALIZER,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,COL,25,1.879836796,N,left carotid rotation,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2,100,100,1447,NULL,COL,90,0.33991782,N,FA,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2,100,100,1447,NULL,COL,90,0.33991782,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2,100,100,1447,NULL,COL,90,0.33991782,N,DWI,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255628,3,NULL,100,100,651,NULL,ROW,7,0.070167343,N,coronal mpr rfmt,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.255661,3,NULL,100.7463,100,789,NULL,ROW,120,0.234673492,Y,coronal flair space rfmt,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255649,3,29,70,75,250,NULL,COL,25,1.879836796,N,carotid bilateral rotation,MR3EL2
1,SE,NULL,PFP,2D,1500,82,256,NULL,N,1,123.255677,3,3,80,100,601,NULL,ROW,150,0.559096391,N,axial T2 HASTE only if you plan to do MRS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255628,3,NULL,100,100,651,NULL,ROW,7,0.070167343,N,axial mpr rfmt,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.255661,3,NULL,100.7463,100,789,NULL,ROW,120,0.234673492,Y,axial flair space rfmt,MR3EL2
1,SE,NULL,NULL,2D,6482.4,97,11,NULL,N,2,123.255608,3,4,75,84.375,150,NULL,ROW,150,0.364349354,N,Ax T2 4mm over 24 months,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2.000000085,100,100,1447,NULL,COL,90,0.33991782,N,AX DIFFUSION_30 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,9484.2,90,1,NULL,N,1,123.255614,3,2,100,100,1447,NULL,COL,90,0.33991782,N,ADC,MR3EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D_csi_laser_4cc_TE30ms,MR3EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D_csi_laser_4cc_TE288ms,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,ROW,20,0.576920352,N,3d tof cow tumble,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255636,3,16,100,100,176,NULL,ROW,20,0.576920352,N,3d tof cow rotation,MR3EL2
1,GR,NULL,PFP,2D,205.67,1.19,1,NULL,N,1,123.255769,3,3.75,90.625,40.1785714,1488,NULL,ROW,42,1.999999712,N,TRUFI SAG LOC,MR3EL2
1,GR,NULL,NULL,2D,4.07,2.04,1,NULL,N,1,123.255691,3,8,90,75,554,NULL,COL,44,1.082504587,N,tra TRUE FISP LOC UPPER,MR3EL2
1,GR,NULL,NULL,2D,4.07,2.04,1,NULL,N,1,123.255619,3,8,90,75,554,NULL,COL,44,0.339321454,N,tra TRUE FISP LOC LOW,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255856,3,58,70,75,250,NULL,ROW,25,1.186003246,N,TOF_3D_neck_3 slab_ no gad_MIP_SAG,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255856,3,58,70,75,250,NULL,NULL,25,1.186003246,N,TOF_3D_neck_3 slab_ no gad_MIP_COR,MR3EL2
1,GR,NULL,SAT1,3D,20,3.69,1,NULL,Y,1,123.255856,3,58,70,75,250,NULL,COL,25,1.186003246,N,TOF_3D_neck_3 slab_ no gad,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255661,3,2.345,70,87.5,65,NULL,COL,60,1.284680852,N,TOF PELVIS UPPER LEGS_MIP_TRA,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255661,3,2.345,70,87.5,65,NULL,ROW,60,1.284680852,N,TOF PELVIS UPPER LEGS_MIP_SAG,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255661,3,2.345,70,87.5,65,NULL,NULL,60,1.284680852,N,TOF PELVIS UPPER LEGS_MIP_COR,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255661,3,2.345,70,87.5,65,NULL,COL,60,1.284680852,N,TOF PELVIS UPPER LEGS,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255629,3,2.345,70,87.5,65,NULL,COL,60,0.799601977,N,TOF MID LEGS_MIP_TRA,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255629,3,2.345,70,87.5,65,NULL,ROW,60,0.799601977,N,TOF MID LEGS_MIP_SAG,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255629,3,2.345,70,87.5,65,NULL,NULL,60,0.799601977,N,TOF MID LEGS_MIP_COR,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255629,3,2.345,70,87.5,65,NULL,COL,60,0.799601977,N,TOF MID LEGS,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255562,3,2.345,70,87.5,65,NULL,COL,60,0.44320454,N,TOF LOWER LEGS_MIP_TRA,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255562,3,2.345,70,87.5,65,NULL,ROW,60,0.44320454,N,TOF LOWER LEGS_MIP_SAG,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255562,3,2.345,70,87.5,65,NULL,NULL,60,0.44320454,N,TOF LOWER LEGS_MIP_COR,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255562,3,2.345,70,87.5,65,NULL,COL,60,0.44320454,N,TOF LOWER LEGS,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255749,3,2.345,70,87.5,65,NULL,COL,60,1.596722776,N,TOF CHEST_MIP_TRA,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255749,3,2.345,70,87.5,65,NULL,ROW,60,1.596722776,N,TOF CHEST_MIP_SAG,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255749,3,2.345,70,87.5,65,NULL,NULL,60,1.596722776,N,TOF CHEST_MIP_COR,MR3EL2
1,GR,NULL,PFP,2D,26.2,7.03,1,NULL,Y,1,123.255843,3,1.34,70,87.5,65,NULL,COL,60,0.28005734,N,TOF CHEST CANDY CANE_MIP_TRA,MR3EL2
1,GR,NULL,PFP,2D,26.2,7.03,1,NULL,Y,1,123.255843,3,1.34,70,87.5,65,NULL,NULL,60,0.28005734,N,TOF CHEST CANDY CANE_MIP_COR,MR3EL2
1,GR,NULL,PFP,2D,26.2,7.03,1,NULL,Y,1,123.255843,3,1.34,70,87.5,65,NULL,ROW,60,0.28005734,N,TOF CHEST CANDY CANE,MR3EL2
1,GR,NULL,NULL,2D,26,6.79,1,NULL,Y,1,123.255749,3,2.345,70,87.5,65,NULL,COL,60,1.596722776,N,TOF CHEST,MR3EL2
1,GR,NULL,NULL,2D,4.07,2.04,1,NULL,N,1,123.255751,3,8,90,59.375,554,NULL,ROW,44,0.793643028,N,sagTRUE FISP LOC,MR3EL2
1,GR,NULL,NULL,2D,20,5.08,1,NULL,N,1,123.255786,3,12,50,100,130,NULL,ROW,30,0.126233818,N,localizer,MR3EL2
1,GR,NULL,NULL,2D,20,5.08,1,NULL,N,1,123.255695,3,15,50,100,130,NULL,ROW,30,0.137196143,N,localizer,MR3EL2
1,GR,NULL,PFP,3D,2.85,1.04,1,NULL,Y,1,123.255806,3,NULL,45,100,514,NULL,ROW,24,3.970979439,N,fl3d_ce-cor_UPPER_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_TT=1.0s_SUB,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_TT=1.0s_SUB,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_SUB_MIP_COR,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor post_SUB_MIP_COR,MR3EL2
1,GR,NULL,PFP,3D,2.85,1.04,1,NULL,Y,1,123.255806,3,NULL,45,100,514,NULL,ROW,24,3.970979439,N,fl3d_ce-cor post TOP_TT=1.0s_SUB,MR3EL2
1,GR,NULL,PFP,3D,2.85,1.04,1,NULL,Y,1,123.255806,3,NULL,45,100,514,NULL,ROW,24,3.970979439,N,fl3d_ce-cor post TOP_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.85,1.04,1,NULL,Y,1,123.255806,3,NULL,45,100,514,NULL,ROW,24,3.970979439,N,fl3d_ce-cor post TOP_SUB_MIP_COR,MR3EL2
1,GR,NULL,PFP,3D,2.76,0.98,1,NULL,Y,1,123.255693,3,NULL,45,100,514,NULL,ROW,30,3.833239072,N,fl3d_ce-cor post MID_TT=1.0s_SUB,MR3EL2
1,GR,NULL,PFP,3D,2.76,0.98,1,NULL,Y,1,123.255693,3,NULL,45,100,514,NULL,ROW,30,3.833239072,N,fl3d_ce-cor post MID_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.76,0.98,1,NULL,Y,1,123.255693,3,NULL,45,100,514,NULL,ROW,30,3.833239072,N,fl3d_ce-cor post MID_SUB_MIP_COR,MR3EL2
1,GR,NULL,PFP,3D,2.76,0.98,1,NULL,Y,1,123.255693,3,NULL,45,100,514,NULL,ROW,30,3.833239072,N,fl3d_ce-cor MID_TT=1.0s,MR3EL2
1,GR,NULL,PFP,3D,2.78,0.98,1,NULL,Y,1,123.255655,3,NULL,45,100,514,NULL,ROW,30,2.101111734,N,fl3d_ce-cor LOW_TT=1.0s,MR3EL2
1,GR,NULL,NULL,2D,3.99,2,1,NULL,N,1,123.255668,3,8,90,100,554,NULL,ROW,44,0.944802949,N,cor TRUE FISP LOC UPPER,MR3EL2
1,GR,NULL,NULL,2D,3.99,2,1,NULL,N,1,123.255666,3,8,90,100,554,NULL,ROW,44,0.763435174,N,cor TRUE FISP LOC MID,MR3EL2
1,GR,NULL,NULL,2D,3.99,2,1,NULL,N,1,123.255571,3,8,90,100,554,NULL,ROW,44,0.337382614,N,cor TRUE FISP LOC LOW,MR3EL2
1,GR,NULL,SAT2,2D,47.09,1.37,1,NULL,Y,1,123.255765,3,NULL,79,100,399,NULL,ROW,30,3.999740118,N,CARE BOLUS- NEW,MR3EL2
1,GR,NULL,SAT2,2D,47.09,1.37,1,NULL,Y,1,123.255765,3,NULL,79,100,399,NULL,ROW,30,3.999740118,N,CARE BOLUS- NEW,MR3EL2
1,GR,NULL,SAT2,2D,47.09,1.27,1,NULL,Y,1,123.255765,3,NULL,79,100,399,NULL,ROW,30,3.999740118,N,CARE BOLUS- NEW,MR3EL2
1,GR,NULL,SAT2,2D,47.09,1.27,1,NULL,Y,1,123.255765,3,NULL,79,100,399,NULL,ROW,30,3.999740118,N,CARE BOLUS- NEW,MR3EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,ZERO-B,MR2EL2
1,SE,SK,NULL,2D,533.336,12.648,2,0,N,1,63.854312,1.5,4.5,100,80,122.109,220,ROW,90,0.9269,N,SAG T1,MR2EL2
3,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,FA (color),MR2EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,FA,MR2EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,EXP,MR2EL2
1,NULL,SS,NULL,2D,5000,20,2,0,N,2,63.854342,1.5,5,100,100,976.562,220,COL,40,0.00138424,N,EPI susceptibility,MR2EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,DWI,MR2EL2
1,GR,NULL,FAST_GEMS,2D,150,1.472,1,0,N,1,63.854315,1.5,8,100,100,976.562,300,ROW,70,0.717533,N,Calibration Scan,MR2EL2
1,SE,SK,NULL,2D,6366.67,111.68,12,0,N,1,63.854312,1.5,4.5,100,75,27.1094,200,ROW,90,0.5109,N,AX T2,MR2EL2
1,IR,SK,NULL,2D,10002,128.708,1,2200,N,0.5,63.854312,1.5,4.5,64.5833,100,162.734,200,ROW,90,0.4396,N,AX FLAIR,MR2EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,Ax DIFF Pedi,MR2EL2
1,NULL,NONE,NULL,2D,5825,99,1,0,N,1,63.854323,1.5,4.5,100,100,1953.12,200,COL,90,0.185368,N,ADC,MR2EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255327,3,NULL,95,75,120,NULL,ROW,15,0.033731339,N,SWI_Images,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255329,3,NULL,100,100,651,NULL,ROW,7,0.107690268,N,Sag T1 Pre mocoMEMPRAGE_4e_p3 RMS,MR3EL2
1,SE,NULL,NULL,2D,509,19,3,NULL,N,3,123.255319,3,2,70,100,244,NULL,ROW,142,1.202673295,N,Sag T1 Post TSE 2mm sella,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255313,3,NULL,60,100,130,NULL,ROW,50,0.698623578,N,Sag CISS,MR3EL2
1,NULL,NULL,IR,3D,11,5.2,1,NULL,N,1,123.255329,3,8,100,100,558,NULL,ROW,2,0.107690268,N,Nav Set (include only head with chin in FOV),MR3EL2
1,EP,NULL,NULL,3D,11,5.2,1,NULL,N,1,123.255408,3,NULL,100,100,4464,NULL,ROW,2,0.003316365,N,Nav Set (include only head with chin in FOV),MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255327,3,NULL,95,75,120,NULL,ROW,15,0.033731339,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2,100,100,1447,NULL,COL,90,0.451841942,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255398,3,12,50,100,300,NULL,ROW,40,0.018304475,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2,100,100,1447,NULL,COL,90,0.451841942,N,FA,MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2,100,100,1447,NULL,COL,90,0.451841942,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2,100,100,1447,NULL,COL,90,0.451841942,N,DWI,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255329,3,NULL,100,100,651,NULL,ROW,7,0.107690268,N,CORONAL MPRAGE RFMT,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255313,3,NULL,60,100,130,NULL,ROW,50,0.698623578,N,CORONAL CISS RFMT,MR3EL2
1,SE,NULL,NULL,2D,6500,92,11,NULL,N,2,123.255346,3,3,75,100,89,NULL,COL,150,0.343362417,N,Cor T2 3 mm over 24 months,MR3EL2
1,SE,NULL,NULL,2D,613,18,3,NULL,N,3,123.255342,3,2,80,100,250,NULL,ROW,150,0.538201631,N,Cor T1 Pre TSE 2 mm sella,MR3EL2
1,SE,NULL,NULL,2D,509,19,3,NULL,N,3,123.255342,3,2,70,100,244,NULL,ROW,142,1.202673295,N,Cor T1 Post TSE 2mm sella,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255329,3,NULL,100,100,651,NULL,ROW,7,0.107690268,N,AXIAL MPRAGE RFMT,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255313,3,NULL,60,100,130,NULL,ROW,50,0.698623578,N,AXIAL CISS RFMT,MR3EL2
1,SE,NULL,NULL,2D,6810,97,11,NULL,N,2,123.255325,3,4,75,84.375,150,NULL,ROW,150,0.621227616,N,Ax T2 4mm,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255408,3,4,70,87.5,230,NULL,ROW,150,0.806522273,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2.000000046,100,100,1447,NULL,COL,90,0.451841942,N,Ax DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,11212.9,111,1,NULL,N,1,123.25533,3,2,100,100,1447,NULL,COL,90,0.451841942,N,ADC,MR3EL2
1,GR,NULL,NULL,3D,22,6,1,0,N,1,63.854734,1.5,1.2,100,100,114.922,220,ROW,20,0.0298141,N,Sag SPGR,MR1EL2
1,GR,NULL,NULL,3D,6.589,2.376,1,0,N,1.5,63.854741,1.5,0.4,100,100,244.141,180,ROW,65,0.946542,N,Sag 3D FIESTA,MR1EL2
1,GR,NULL,NULL,3D,6.467,2.4,1,0,N,1.5,63.854734,1.5,0.4,100,100,244.141,180,ROW,65,0.964398,N,Sag 3D FIESTA,MR1EL2
1,GR,NULL,NULL,3D,22,6,1,NULL,N,1,63.854734,1.5,NULL,100,100,57.46099725,NULL,ROW,20,0.0298141,N,coronal spgr reformat,MR1EL2
1,GR,NULL,NULL,3D,6.589,2.376,1,NULL,N,1.5,63.854741,1.5,NULL,100,100,244.1410124,NULL,ROW,65,0.946542,N,coronal  fiesta reformat,MR1EL2
1,GR,NULL,NULL,3D,22,6,1,NULL,N,1,63.854734,1.5,NULL,100,100,57.46099725,NULL,ROW,20,0.0298141,N,axial spgr reformat,MR1EL2
1,GR,NULL,NULL,3D,6.589,2.376,1,NULL,N,1.5,63.854741,1.5,NULL,100,100,244.1410124,NULL,ROW,65,0.946542,N,axial fiesta reformat,MR1EL2
1,SE,SK,NULL,2D,6116.67,96.08,12,0,N,2,63.854734,1.5,3,100,75,44.375,220,ROW,90,0.8818,N,AX T2 FSE,MR1EL2
1,NULL,NONE,NULL,2D,5000,97.3,1,0,N,1,63.868581,1.5,3.5,100,100,1953.12,220,COL,90,0.409664,N,ZERO-B,MR1W1
1,SE,SK,NULL,2D,1595.91,115.04,1,0,N,0.53125,63.868576,1.5,5,53.125,100,122.07,220,ROW,90,2.0844,N,SSFSE Sag,MR1W1
1,SE,SK,NULL,2D,1556.15,122.496,1,0,N,0.53125,63.868581,1.5,3,53.125,100,122.07,220,ROW,90,2.15316,N,SSFSE Coronal,MR1W1
1,SE,SK,NULL,2D,1572.65,122.496,1,0,N,0.53125,63.868581,1.5,3,53.125,100,122.07,220,ROW,90,2.14112,N,SSFSE Axial,MR1W1
1,SE,OSP,NULL,2D,516.668,13,1,0,N,0.5,63.868581,1.5,5,58.3333,100,122.109,220,ROW,90,1.69742,N,SAG T1,MR1W1
3,NULL,NONE,NULL,2D,5000,97.3,1,0,N,1,63.868581,1.5,3.5,100,100,1953.12,220,COL,90,0.409664,N,FA (color),MR1W1
