SamplesperPixel,ScanningSequence,SequenceVariant,ScanOptions,MRAcquisitionType,RepetitionTime,EchoTime,EchoTrainLength,InversionTime,AngioFlag,NumberofAverages,ImagingFrequency,MagneticFieldstrength,SpacingBetweenSlices,PercentSampling,PercentPhaseFieldofView,PixelBandwidth,ReconstructionDiameter,PhaseEncodingDirection,FlipAngle,SAR,VariableFlipAngleFlag,SeriesDescription,SHStationName
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single Voxel TE=35 GRAY,MR3EL2
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single Voxel TE=35 BG,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.25558,3,NULL,100.7463,100,789,NULL,ROW,120,0.442167706,Y,Sag T2_FLAIR_SPACE_irprep_ns_p2_da-fl_iso,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255577,3,NULL,100,100,651,NULL,ROW,7,0.131222148,N,Sag T1 MEMPRAGE 1 mm 4e nomoco RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,1,123.255577,3,NULL,100,100,651,NULL,ROW,7,0.131222148,N,Sag T1 MEMPRAGE 1 mm 4e nomoco,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255567,3,NULL,95,75,120,NULL,ROW,15,0.041395002,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2,100,100,1447,NULL,COL,90,0.640373635,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255676,3,12,50,100,300,NULL,ROW,40,0.022471851,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2,100,100,1447,NULL,COL,90,0.640373635,N,FA,MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2,100,100,1447,NULL,COL,90,0.640373635,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2,100,100,1447,NULL,COL,90,0.640373635,N,DWI,MR3EL2
1,SE,NULL,NULL,2D,6500,92,11,NULL,N,1,123.255617,3,3,75,100,89,NULL,COL,150,0.574821405,N,Cor T2 3 mm over 24 months,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255577,3,NULL,100,100,651,NULL,ROW,7,0.131222148,N,COR PRE MPRAGE RFMT,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.25558,3,NULL,100.7463,100,789,NULL,ROW,120,0.442167706,Y,COR PRE FLAIR RFMT,MR3EL2
1,SE,NULL,PFP,2D,1500,82,256,NULL,N,1,123.255687,3,3,80,100,601,NULL,ROW,150,1.072387314,N,axial T2 HASTE,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255577,3,NULL,100,100,651,NULL,ROW,7,0.131222148,N,AXIAL PRE MPRAGE RFMT,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.25558,3,NULL,100.7463,100,789,NULL,ROW,120,0.442167706,Y,AXIAL PRE FLAIR RFMT,MR3EL2
1,SE,NULL,NULL,2D,7454.8,97,11,NULL,N,2,123.255558,3,3,75,84.375,150,NULL,ROW,150,0.763517207,N,Ax T2 3 mm use for pts over 24 months,MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2.000000024,100,100,1447,NULL,COL,90,0.640373635,N,AX DIFFUSION_30 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,9221,90,1,NULL,N,1,123.255565,3,2,100,100,1447,NULL,COL,90,0.640373635,N,ADC,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255446,3,NULL,95,75,120,NULL,ROW,15,0.041135684,N,SWI_Images,MR3EL2
1,SE,NULL,NULL,2D,619,22,3,NULL,N,3,123.255427,3,3,75,85.15625,244,NULL,ROW,142,1.040378637,N,sag T1 post 14 FOV,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255431,3,NULL,100,87.5,651,NULL,ROW,7,0.118655091,N,Sag T1 MEMPRAGE 1mm RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,1,123.255431,3,NULL,100,87.5,651,NULL,ROW,7,0.118655091,N,Sag T1 MEMPRAGE 1mm,MR3EL2
1,GR,NULL,PFP,3D,12.04,6.02,1,NULL,N,1,123.255394,3,NULL,70,100,130,NULL,ROW,50,0.863840191,N,sag CISS,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255446,3,NULL,95,75,120,NULL,ROW,15,0.041135684,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,2,100,100,1447,NULL,COL,90,0.524857207,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255476,3,12,50,100,300,NULL,ROW,40,0.022386486,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,2,100,100,1447,NULL,COL,90,0.524857207,N,FA,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,2,100,100,1447,NULL,COL,90,0.524857207,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,2,100,100,1447,NULL,COL,90,0.524857207,N,DWI,MR3EL2
1,SE,NULL,NULL,2D,3400,102,11,NULL,N,2,123.255406,3,3,75,84.375,150,NULL,ROW,150,0.722012795,N,COR T2 3MM 12FOV,MR3EL2
1,SE,NULL,NULL,2D,619,22,3,NULL,N,3,123.255415,3,3,75,85.15625,244,NULL,ROW,142,0.870976354,N,cor T1 post 14 FOV,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255431,3,NULL,100,87.5,651,NULL,ROW,7,0.118655091,N,Cor Mprage MPR,MR3EL2
1,GR,NULL,PFP,3D,12.04,6.02,1,NULL,N,1,123.255394,3,NULL,70,100,130,NULL,ROW,50,0.863840191,N,Cor ciss MPR,MR3EL2
1,SE,NULL,NULL,2D,776,16,1,NULL,N,1,123.255476,3,3,75,84.375,199,NULL,ROW,90,0.686233828,N,cor  T1 3MM 12 FOV,MR3EL2
1,SE,NULL,NULL,2D,11314.2,208,15,NULL,N,2,123.255426,3,3,75,84.375,150,NULL,ROW,150,0.758221545,N,Ax T2 3mm_TE 208,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,1.999999964,100,100,1447,NULL,COL,90,0.524857207,N,Ax DIFFUSION_12 dir_b=1000,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255431,3,NULL,100,87.5,651,NULL,ROW,7,0.118655091,N,Ax  Mprage MPR,MR3EL2
1,GR,NULL,PFP,3D,12.04,6.02,1,NULL,N,1,123.255394,3,NULL,70,100,130,NULL,ROW,50,0.863840191,N,ax  ciss MPR,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255409,3,2,100,100,1447,NULL,COL,90,0.524857207,N,ADC,MR3EL2
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PhoenixZIPReport,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255494,3,NULL,95,75,120,NULL,ROW,15,0.041203312,N,SWI_Images,MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.255504,3,3,75,99.10714294,151,NULL,ROW,150,0.754205203,N,SAG T2 3 mm REPEAT,MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.255504,3,3,75,99.10714294,151,NULL,ROW,150,0.754205203,N,SAG T2 3 mm,MR3EL2
1,GR,NULL,NULL,2D,207,4.49,1,NULL,N,2,123.255521,3,3.6,80,100,300,NULL,ROW,90,1.826723469,N,Sag T1 Post FLASH,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255508,3,NULL,100,100,651,NULL,ROW,7,0.120585393,N,Sag T1 MEMPRAGE 1mm nomoco RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,1,123.255508,3,NULL,100,100,651,NULL,ROW,7,0.120585393,N,Sag T1 MEMPRAGE 1mm nomoco,MR3EL2
1,GR,NULL,PFP,3D,12.55,6.28,1,NULL,N,1,123.255513,3,NULL,60,90.625,130,NULL,ROW,50,0.830167083,N,sag ciss rfmt,MR3EL2
1,SE,SP,NULL,2D,550,9.2,1,NULL,N,1,123.255376,3,3,100,73.4375,199,NULL,ROW,90,0.580732664,N,Pre Ax T1,MR3EL2
1,SE,SP,NULL,2D,550,9.2,1,NULL,N,1,123.255376,3,3,100,73.4375,199,NULL,ROW,90,0.580732664,N,Post Ax T1,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255494,3,NULL,95,75,120,NULL,ROW,15,0.041203312,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2,100,81.25,1447,NULL,COL,90,0.517761087,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255376,3,12,50,100,300,NULL,ROW,40,0.02242139,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2,100,81.25,1447,NULL,COL,90,0.517761087,N,FA,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2,100,81.25,1447,NULL,COL,90,0.517761087,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2,100,81.25,1447,NULL,COL,90,0.517761087,N,DWI,MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.25551,3,3,75,65.625,151,NULL,ROW,150,0.751877764,N,cor T2 3 mm,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255508,3,NULL,100,100,651,NULL,ROW,7,0.120585393,N,cor rfmt mprage,MR3EL2
1,GR,NULL,PFP,3D,12.55,6.28,1,NULL,N,1,123.255513,3,NULL,60,90.625,130,NULL,ROW,50,0.830167083,N,cor ciss rfmt,MR3EL2
1,GR,NULL,PFP,3D,12.55,6.28,1,NULL,N,1,123.255513,3,NULL,60,90.625,130,NULL,ROW,50,0.830167083,N,CISS,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255508,3,NULL,100,100,651,NULL,ROW,7,0.120585393,N,axial rfmt mprage,MR3EL2
1,SE,NULL,NULL,2D,6380,97,11,NULL,N,2,123.255506,3,3,75,84.375,150,NULL,ROW,150,0.753858704,N,Ax T2 3 mm,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255422,3,4,70,87.5,230,NULL,ROW,150,0.727937692,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2.000000007,100,81.25,1447,NULL,COL,90,0.517761087,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,9720,111,1,NULL,N,1,123.255495,3,2,100,81.25,1447,NULL,COL,90,0.517761087,N,ADC,MR3EL2
1,SE,SK,NULL,2D,1530.65,118.864,1,0,N,0.53125,63.868541,1.5,4,53.125,100,244.141,240,ROW,90,0.787513,N,Sag T2 SSFE,MR1W1
1,SE,SK,NULL,2D,822.676,116.032,1,0,N,0.5625,63.868541,1.5,4,56.25,100,162.734,220,ROW,90,0.787519,N,Cor T2 SSFE ASSET,MR1W1
1,GR,SS,NULL,3D,5.912,2.2,1,NULL,N,4,63.868552,1.5,NULL,100,100,244.1410124,NULL,ROW,65,0.652585,N,COR FIESTA RFMT,MR1W1
1,IR,SK,NULL,2D,10002,127.88,1,2200,N,0.5,63.868541,1.5,5,64.5833,100,162.734,200,ROW,90,0.4283,N,axial flair,MR1W1
1,SE,SK,NULL,2D,1157.51,122.208,1,0,N,0.544444,63.868541,1.5,4,54.4444,80,244.141,220,ROW,90,0.787515,N,Ax T2 SSFE,MR1W1
1,GR,SS,NULL,3D,5.912,2.2,1,NULL,N,4,63.868552,1.5,NULL,100,100,244.1410124,NULL,ROW,65,0.652585,N,AX FIESTA RFMT,MR1W1
1,NULL,SS,NULL,2D,5000,20,2,0,N,2,63.868541,1.5,4,100,100,976.562,220,ROW,40,0.000607046,N,Ax EPI Susceptibility,MR1W1
1,GR,NULL,NULL,3D,78.3,49.56,11,0,N,0.69454,63.868541,1.5,1.5,69.454,100,162.773,200,ROW,15,0.0211547,N,Ax 3D SWAN,MR1W1
1,GR,SS,NULL,3D,5.912,2.2,1,0,N,4,63.868552,1.5,0.4,100,100,244.141,180,ROW,65,0.652585,N,Ax 3D FIESTA Hi Res,MR1W1
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D Saved State - AutoSave,MR1W1
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3D Saved State - AutoSave,MR1W1
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255303,3,NULL,100,100,651,NULL,ROW,7,0.097028437,N,COR RMFT MPRAGE,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.255301,3,NULL,100.7463,100,789,NULL,ROW,120,0.333255325,Y,COR RFMT SPACE FLAIR,MR3EL2
1,NULL,NULL,NULL,3D,5000,355,147,1800,N,1,123.255301,3,NULL,100.7463,100,789,NULL,ROW,120,0.333255325,Y,AX RFMT SPACE FLAIR,MR3EL2
1,NULL,NULL,IR,3D,2530,1.74,1,NULL,N,4,123.255303,3,NULL,100,100,651,NULL,ROW,7,0.097028437,N,AX RFMT MPRAGE,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,30.8,100,100,176,NULL,ROW,20,0.735968382,N,TOF 3D COW_MIP_TRA,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255462,3,22,100,100,176,NULL,ROW,20,0.736277588,N,TOF 3D COW_MIP_TRA,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,30.8,100,100,176,NULL,NULL,20,0.735968382,N,TOF 3D COW_MIP_SAG,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255462,3,22,100,100,176,NULL,NULL,20,0.736277588,N,TOF 3D COW_MIP_SAG,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,30.8,100,100,176,NULL,ROW,20,0.735968382,N,TOF 3D COW_MIP_COR,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255462,3,22,100,100,176,NULL,ROW,20,0.736277588,N,TOF 3D COW_MIP_COR,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255462,3,22,100,100,176,NULL,ROW,20,0.736277588,N,TOF 3D COW,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,30.8,100,100,176,NULL,ROW,20,0.735968382,N,TOF 3D COW,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255477,3,NULL,95,75,120,NULL,ROW,15,0.02802958,N,SWI_Images,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255413,3,NULL,60,100,130,NULL,ROW,50,0.579971826,N,sag ciss rfmt,MR3EL2
1,SE,NULL,NULL,2D,500,9.1,1,NULL,N,1,123.255499,3,3,100,93.75,201,NULL,ROW,90,0.959241674,N,Pre Ax T1,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255507,3,NULL,100,100,651,NULL,ROW,7,0.088789892,N,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,7.22,1,1200,N,1,123.255507,3,NULL,100,100,651,NULL,ROW,7,0.088789892,N,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco,MR3EL2
1,SE,NULL,NULL,2D,500,9.1,1,NULL,N,1,123.255499,3,3,100,93.75,201,NULL,ROW,90,0.959241674,N,post ax T1 2 minutes post end hand injection 3 mm,MR3EL2
1,EP,NULL,NULL,2D,1500,96,1,NULL,N,1,123.255465,3,7.499999952,100,100,1395,NULL,COL,90,0.34911655,N,MR PERFUSION_Echo_02_P,MR3EL2
1,EP,NULL,NULL,2D,1500,96,1,NULL,N,1,123.255465,3,7.499999952,100,100,1395,NULL,COL,90,0.34911655,N,MR PERFUSION_Echo_02,MR3EL2
1,EP,NULL,NULL,2D,1500,32,1,NULL,N,1,123.255465,3,7.499999952,100,100,1395,NULL,COL,90,0.34911655,N,MR PERFUSION_Echo_01_P,MR3EL2
1,EP,NULL,NULL,2D,1500,32,1,NULL,N,1,123.255465,3,7.499999952,100,100,1395,NULL,COL,90,0.34911655,N,MR PERFUSION_Echo_01,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255477,3,NULL,95,75,120,NULL,ROW,15,0.02802958,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,2,100,100,1447,NULL,COL,90,0.375707702,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255499,3,12,50,100,300,NULL,COL,40,0.015205307,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,2,100,100,1447,NULL,COL,90,0.375707702,N,FA,MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,2,100,100,1447,NULL,COL,90,0.375707702,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,2,100,100,1447,NULL,COL,90,0.375707702,N,DWI,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255507,3,NULL,100,100,651,NULL,ROW,7,0.088789892,N,cor mprage post rfmt,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255413,3,NULL,60,100,130,NULL,ROW,50,0.579971826,N,cor ciss rfmt,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255413,3,NULL,60,100,130,NULL,ROW,50,0.579971826,N,CISS,MR3EL2
1,SE,NULL,NULL,2D,5000,97,11,NULL,N,2,123.255478,3,3,75,84.375,150,NULL,ROW,150,0.444474935,N,Ax T2 3 mm,MR3EL2
1,SE,NULL,NULL,2D,500,9.1,1,NULL,N,1,123.255499,3,3,100,93.75,201,NULL,ROW,90,0.959241674,N,Ax T1 subtraction,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255507,3,NULL,100,100,651,NULL,ROW,7,0.088789892,N,ax mprage post rfmt,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255494,3,4,70,87.5,230,NULL,ROW,150,0.705231837,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,1.999999985,100,100,1447,NULL,COL,90,0.375707702,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,10910,111,1,NULL,N,1,123.255473,3,2,100,100,1447,NULL,COL,90,0.375707702,N,ADC,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D R. ANT.,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D POST VERT.,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D POST HORIZ. .,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D L. ANT.,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D COW,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D COW,MR3EL2
1,GR,NULL,NULL,3D,22,4.1,1,NULL,Y,1,123.255482,3,NULL,100,100,109.9999994,NULL,ROW,20,0.735968382,N,3D ANT CIRC.,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255304,3,NULL,95,75,120,NULL,ROW,15,0.026824053,N,SWI_Images,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255242,3,NULL,60,100,130,NULL,ROW,50,0.555027767,N,sag ciss rfmt,MR3EL2
1,SE,NULL,NULL,2D,820,9.1,1,NULL,N,1,123.255345,3,3,100,93.75,201,NULL,ROW,90,1.11914371,N,Pre Ax T1,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255327,3,NULL,100,100,651,NULL,ROW,7,0.084971135,N,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco RMS,MR3EL2
1,NULL,NULL,IR,3D,2530,3.5,1,1200,N,1,123.255327,3,NULL,100,100,651,NULL,ROW,7,0.084971135,N,post sag MEMPRAGE 7 min post end hand injection 1mm nomoco,MR3EL2
1,SE,NULL,NULL,2D,850,9.1,1,NULL,N,1,123.255345,3,3,100,93.75,201,NULL,ROW,90,1.119693985,N,post ax T1 2 minutes post end hand injection 3 mm,MR3EL2
1,GR,NULL,NULL,3D,26,19.2,1,NULL,N,1,123.255304,3,NULL,95,75,120,NULL,ROW,15,0.026824053,N,mIP_Images(SW),MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2,100,100,1447,NULL,COL,90,0.359590093,N,LOWB,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2,100,100,1447,NULL,COL,90,0.359653513,N,LOWB,MR3EL2
1,GR,SP,NULL,2D,80,5,1,NULL,N,1,123.255345,3,12,50,100,300,NULL,ROW,40,0.014551342,N,LOCALIZER,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FA color,MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2,100,100,1447,NULL,COL,90,0.359590093,N,FA,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2,100,100,1447,NULL,COL,90,0.359653513,N,FA,MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2,100,100,1447,NULL,COL,90,0.359590093,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2,100,100,1447,NULL,COL,90,0.359653513,N,EXP,MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2,100,100,1447,NULL,COL,90,0.359590093,N,DWI,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2,100,100,1447,NULL,COL,90,0.359653513,N,DWI,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255242,3,NULL,60,100,130,NULL,ROW,50,0.555027767,N,coronal ciss rfmt,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255327,3,NULL,100,100,651,NULL,ROW,7,0.084971135,N,Cor mpr reformat post,MR3EL2
1,GR,NULL,PFP,3D,12.19,6.1,1,NULL,N,1,123.255242,3,NULL,60,100,130,NULL,ROW,50,0.555027767,N,CISS,MR3EL2
1,SE,NULL,NULL,2D,4300,97,11,NULL,N,2,123.255304,3,3,75,84.375,150,NULL,ROW,150,0.484888233,N,Ax T2 3 mm,MR3EL2
1,NULL,NULL,IR,3D,2530,1.64,1,1200,N,4,123.255327,3,NULL,100,100,651,NULL,ROW,7,0.084971135,N,Ax mpr reformat post,MR3EL2
1,NULL,NULL,NULL,2D,9000,87,13,2700,N,1,123.255339,3,4,70,87.5,230,NULL,ROW,150,0.674900517,N,Ax FLAIR T2,MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2.000000021,100,100,1447,NULL,COL,90,0.359590093,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2.000000018,100,100,1447,NULL,COL,90,0.359653513,N,AX DIFFUSION_12 dir_b=1000,MR3EL2
1,EP,NULL,NULL,2D,11061.3,111,1,NULL,N,1,123.255311,3,2,100,100,1447,NULL,COL,90,0.359590093,N,ADC,MR3EL2
1,EP,NULL,NULL,2D,11364.4,111,1,NULL,N,1,123.255305,3,2,100,100,1447,NULL,COL,90,0.359653513,N,ADC,MR3EL2
1,NULL,NONE,NULL,2D,10000,89.7,1,0,N,1,63.868576,1.5,2.2,100,100,1953.12,220,COL,90,0.181866,N,ZERO-B,MR1W1
1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Screen Save,MR1W1
1,GR,NULL,NULL,3D,22,6,1,0,N,1,63.868545,1.5,1.2,100,100,114.922,220,ROW,20,0.0219705,N,Sag SPGR,MR1W1
3,NULL,NONE,NULL,2D,10000,89.7,1,0,N,1,63.868576,1.5,2.2,100,100,1953.12,220,COL,90,0.181866,N,FA (color),MR1W1
1,NULL,NONE,NULL,2D,10000,89.7,1,0,N,1,63.868576,1.5,2.2,100,100,1953.12,220,COL,90,0.181866,N,FA,MR1W1
